"location_id","gi_statistic"
1,0.941982528668638
2,0.587527615342769
3,1.31503010719516
4,0.722562183858078
5,1.5672995986225
6,0.887503304496387
7,0.924836489976175
8,0.306325837168222
9,1.47901405588801
10,0.679883828719569
11,0.552112502677089
12,1.61539260863625
13,1.54973556688961
14,2.16340015008293
15,1.80386109436873
16,1.86841284902315
17,2.51304290067076
18,2.3673461433859
19,2.12796923160701
20,2.08089475821274
21,2.24566803967954
22,2.40997561477572
23,2.66105624237679
24,2.38585136827565
25,2.22725679451696
26,1.54022692703378
27,-1.71827961257927
28,-1.41780341146951
29,-1.38257785191083
30,-0.531042704471782
31,-0.724853606164921
32,-0.947341651906923
33,-0.426504455699733
34,-1.14375336460661
35,-1.44966297708743
36,-3.81338461987248
37,-3.70568960953732
38,-2.83671037496608
39,-2.60242557891804
40,-2.58897130969971
41,-2.6240140056084
42,-3.2497849926687
43,-3.41305403113126
44,-2.76254378063986
45,-3.17247425775921
46,-2.21821894590536
47,-2.37843074832888
48,-2.52705846543058
49,-2.50872627660443
50,-2.33872518327067
51,-2.37124776785263
52,-1.46299164785162
53,-1.96409638902515
54,-1.98906014351167
55,-1.47258423964242
56,-1.42229950714523
57,-2.54875808209116
58,-2.40597739321279
59,-2.21635498691283
60,-0.483038344466674
61,0.181608390580955
62,-1.52274595523223
63,-1.43397497458632
64,-0.843514736170153
65,1.3809918355526
66,0.691813925766556
67,1.68722424145123
68,1.58970679399323
69,1.18404986263539
70,1.7545257251936
71,1.58591751475198
72,1.32530707741381
73,0.810783033755478
74,1.32989920214974
75,1.24646575386179
76,1.63831650485106
77,1.704204913376
78,1.51007693650449
79,2.30433306937991
80,3.10450897192585
81,2.98710663595086
82,3.14942785148964
83,3.37685031551387
84,2.0453155060174
85,2.13205379143941
86,1.77155577834056
87,2.65071182559536
88,2.85165970391931
89,2.50016142605751
90,0.748246817273283
91,1.16927913231502
92,0.559961954146632
93,0.723442050271426
94,1.85736850614617
95,1.82616675560285
96,1.639582649942
97,1.50664671918725
98,1.71774283676279
99,2.15988675293553
100,1.94828430021288
101,1.00037289687358
102,0.844728264138889
103,2.18709969251625
104,2.345666126031
