"location_id","gi_statistic"
1,1.44472205839915
2,1.91486188544221
3,1.03893096429486
4,1.26550727856113
5,1.2580770662596
6,1.16113891143976
7,1.0805238206877
8,0.895273024966711
9,1.30748428767066
10,1.23746397251818
11,1.51061131965706
12,1.57959466030593
13,2.27071612863806
14,2.10381640551759
15,1.84732136771349
16,1.79520012671041
17,1.97489173014338
18,2.14807464097784
19,2.49565655233013
20,2.13548999380295
21,1.96575737343651
22,1.22054869055881
23,-1.43617054420784
24,-1.31865018960048
25,-1.06167457438517
26,-0.417197833012031
27,-0.572630079576582
28,-0.864978328645206
29,-0.254732123912421
30,-1.04685392665936
31,-3.41827567675298
32,-3.3011485423929
33,-2.44953234811151
34,-2.21092314293631
35,-2.16636902880526
36,-2.85253599742421
37,-3.01425006141986
38,-2.35439520083193
39,-2.78127861631674
40,-1.98315487453827
41,-2.14205527134193
42,-2.11014056411916
43,-1.95408591144251
44,-1.98888860851567
45,-1.04122876464011
46,-1.60570158277798
47,-1.62591181444056
48,-1.06287986958506
49,-1.00569124245599
50,-2.1913714272352
51,-2.040143699558
52,-1.85762005606582
53,-0.397101357493108
54,0.323521783473489
55,-1.09089936510257
56,-1.00592681878842
57,-0.333627924257426
58,1.61277821934268
59,0.876981535637424
60,1.74945113242574
61,1.10294907544006
62,0.831011960507143
63,1.28133423074759
64,1.09650040711212
65,0.993241239736686
66,0.437958516917066
67,0.993261496738597
68,0.739719527964928
69,1.15904556211916
70,1.2397149520025
71,1.01400584697682
72,1.89036637466648
73,2.73623663325464
74,2.85491353242859
75,3.15183616541242
76,1.60974241048163
77,1.70457819384754
78,1.30137142142346
79,2.28628035164992
80,2.51284122200336
81,2.1151811958465
82,0.333319039603129
83,0.833800449994198
84,-0.145740587457185
85,1.39782299506629
86,1.363925009077
87,1.14317314927751
88,1.23982019473136
89,1.50253571402445
90,0.444156724980139
91,0.271237441095167
92,1.87671337804708
93,2.03204540834279
