"dominant_cluster","mean_stdHRI","sd_stdHRI","mean_rawHRI","mean_cv","mean_se","n_h3_cells"
"1",0.407586880328125,0.214035513182379,0.220949883952644,7.17852143346982,0.0150412769083581,54
"3",0.394543031678311,0.20660654073152,0.216427789026921,3.86623799396813,0.00780041744104763,20
"4",0.335300800087544,0.158036018407323,0.195889449303933,5.00505586827511,0.00871761690381435,17
"2",0.334294768916059,0.15948131122033,0.195540674292981,2.74446577063163,0.00498537825908961,26
