"dominant_cluster","mean_stdHRI","sd_stdHRI","mean_rawHRI","mean_cv","mean_se","n_h3_cells"
"2",0.421846270622347,0.234596631541715,0.225893387839001,9.10540866847786,0.019386653645637,33
"3",0.417866048425554,0.148629517339199,0.224513508090118,4.77572825118142,0.00993058021615499,51
"1",0.230991903414203,0.130735869428642,0.159727213370522,2.98133599005708,0.00444225219506367,20
