"dominant_cluster","mean_stdHRI","sd_stdHRI","mean_rawHRI","mean_cv","mean_se","n_h3_cells"
"5",0.43974072677938,0.0877573961588335,0.242386790431397,2.82502319134677,0.00688972868864238,14
"3",0.415503939662584,0.133889252289397,0.233761012597413,4.70830087138146,0.0106363537443873,22
"2",0.404565038417669,0.171308154959394,0.229867900386136,4.30088181701631,0.00845533509432593,15
"1",0.369700359797082,0.0970871551140529,0.217459697492526,3.92442328354301,0.00820632805829314,10
"4",0.222266940881039,0.105761953690468,0.164988719769856,3.00587633323873,0.00481712851762436,9
