"dominant_cluster","mean_stdHRI","sd_stdHRI","mean_rawHRI","mean_cv","mean_se","n_h3_cells"
"2",0.440478914145054,0.144203288787656,0.242649508430507,4.52120019429132,0.0107175172458632,50
"1",0.381507534754546,0.112825255819843,0.221661824925476,1.69148925190568,0.00352251231065705,7
"4",0.297473006228883,0.18457613192491,0.191754264572989,5.71975307945961,0.0104461190057286,48
"3",0.229050965439878,0.144309366678893,0.167403127602992,3.20835865917618,0.00531811441679505,25
